host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_group_cleansed,latitude,longitude,availability_30,availability_90,availability_365,property_type,room_type,accommodates,bedrooms,beds,instant_bookable,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_cleanliness,calculated_host_listings_count,calculated_host_listings_count_private_rooms,bathroom_qty,bathroom_type,Long term stays allowed,Television,Heater,Internet,Air Conditioning,Essentials,Swimming Pool,Washer,Refrigerator,Cooking basics,Gym,Bathtub,Coffee,Clothing storage,Garden,Elevator,Security Lock,Patio or balcony,BBQ Grill,Sound system,name_len,desc_len,mrtDisp,nearestMRT,cityDisp
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Woodlands,North Region,1.44076,103.77626,0.0,0.0,0.0,Apartment,Private room,1,1.0,1.0,f,30.0,5,0.05,4.75,4.5,1,1,1.0,baths,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,104,0.939437624695935,Marsiling,19.332652924856458
within a day,0.5,0.7301176800224078,f,t,f,Singapore River,Central Region,1.29182,103.83496,1.0,1.0,1.0,Apartment,Entire home/apt,2,1.0,1.0,f,150.0,0,0.0,0.0,0.0,1,0,1.0,baths,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,38,1.0401478921869094,Somerset,1.9217063946177544
within an hour,1.0,0.97,t,t,t,Kallang,Central Region,1.3117,103.86028,0.4,0.6222222222222222,0.9068493150684932,Hotel,Private room,1,1.0,1.0,t,67.0,70,0.7,4.53,4.56,17,17,5.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,144,0.3825116000967486,Bendemeer,3.358356904688653
within an hour,1.0,0.97,t,t,t,Kallang,Central Region,1.3117,103.86028,0.7,0.8888888888888888,0.9726027397260274,Hotel,Private room,2,1.0,1.0,f,98.0,59,0.69,4.49,4.59,17,17,5.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,144,0.3825116000967486,Bendemeer,3.358356904688653
within an hour,1.0,0.97,t,t,t,Kallang,Central Region,1.3117,103.86028,0.03333333333333333,0.5777777777777777,0.8904109589041096,Hotel,Private room,1,1.0,1.0,t,67.0,10,0.12,4.4,4.4,17,17,5.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,145,0.3825116000967486,Bendemeer,3.358356904688653
within a few hours,0.9,1.0,f,t,t,Kallang,Central Region,1.31117,103.86214,0.0,0.5666666666666667,0.8931506849315068,Apartment,Private room,1,1.0,1.0,t,33.0,1,0.02,4.0,3.0,74,73,3.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,153,0.29810441971069085,Bendemeer,3.3801127254300254
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Queenstown,Central Region,1.30692,103.8007,1.0,1.0,1.0,Apartment,Shared room,1,1.0,1.0,f,78.0,0,0.0,0.0,0.0,1,0,2.0,shared,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,119,0.5638403659818761,Commonwealth,6.0773505521278395
within an hour,0.99,0.82,f,t,t,Queenstown,Central Region,1.2805,103.78439,0.23333333333333334,0.6444444444444445,0.9123287671232877,Hotel,Private room,1,1.0,1.0,f,183.0,15,0.18,4.53,4.4,44,42,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,166,0.3973497023495418,Haw Par Villa,7.300325550341229
within a day,0.67,0.5,f,t,f,Orchard,Central Region,1.30085,103.84318,0.0,0.4111111111111111,0.8547945205479452,Apartment,Private room,1,1.0,1.0,f,80.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,138,0.34598276283162144,Dhoby Ghaut,2.093574078377444
within an hour,1.0,0.7301176800224078,f,t,t,Hougang,North-East Region,1.35956,103.88423,0.9,0.9666666666666667,0.9917808219178083,Apartment,Private room,1,1.0,1.0,f,101.0,9,0.09,4.89,4.89,1,1,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,153,0.1262251623024989,Kovan,9.294377118586954
a few days or more,0.25,0.0,f,t,f,Tampines,East Region,1.34806,103.95858,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,f,98.0,13,0.35,4.85,5.0,1,1,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,87,0.726435631305027,Upper Changi,14.055188867797508
a few days or more,0.0,0.7301176800224078,f,t,t,Tampines,East Region,1.34798,103.9617,0.9,0.9666666666666667,0.9917808219178083,Apartment,Private room,1,1.0,1.0,t,89.0,10,0.1,4.75,4.63,1,1,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,55,0.6410726484871118,Upper Changi,14.349686804604445
within a day,0.9,1.0,f,t,t,Outram,Central Region,1.28424,103.84275,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,69.0,2,0.05,4.0,3.5,97,95,1.0,private,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,155,0.10391038586167142,Chinatown,0.812711419192679
a few days or more,0.0,1.0,f,t,t,Outram,Central Region,1.28497,103.84341,1.0,1.0,1.0,Hotel,Hotel room,12,1.0,12.0,t,31.0,18,0.18,3.94,4.44,5,0,4.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,166,0.050937608778005274,Chinatown,0.7557600777020385
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Rochor,Central Region,1.30376,103.85923,0.0,0.0,0.0,Hotel,Private room,1,1.0,1.0,f,58.0,20,0.24,4.7,4.6,7,7,8.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,202,0.46571514786495094,Jalan Besar,2.49573161250704
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Rochor,Central Region,1.30171,103.85959,0.0,0.0,0.0,Hotel,Private room,3,1.0,1.0,f,90.0,6,0.06,4.0,4.33,7,7,8.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,197,0.426854917483579,Bugis,2.308066522648151
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Rochor,Central Region,1.30148,103.85813,0.0,0.0,0.0,Hotel,Private room,2,1.0,1.0,f,58.0,28,0.29,4.43,4.22,7,7,8.0,baths,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,197,0.2638092797152812,Bugis,2.2143619428905152
unknown,0.8849536231883985,0.0,f,t,f,Bedok,East Region,1.31786,103.9059,0.9,0.9666666666666667,0.9917808219178083,Apartment,Private room,1,1.0,1.0,f,88.0,2,0.02,5.0,4.5,1,1,2.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,53,0.3988469904402881,Eunos,7.306450685060124
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Rochor,Central Region,1.30348,103.85969,0.0,0.0,0.0,Hotel,Private room,1,1.0,1.0,f,58.0,10,0.12,4.3,4.1,7,7,8.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,187,0.5219214979996794,Bugis,2.4890830803814556
within an hour,1.0,0.97,t,t,t,Kallang,Central Region,1.31179,103.86002,0.5333333333333333,0.8111111111111111,0.9534246575342465,Apartment,Private room,1,1.0,1.0,t,62.0,217,3.06,4.54,4.63,17,17,5.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,144,0.40120577290438547,Bendemeer,3.358071200383766
a few days or more,0.0,0.7301176800224078,f,t,f,Outram,Central Region,1.28172,103.84074,1.0,1.0,1.0,Apartment,Private room,2,1.0,1.0,f,50.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,15,0.21106401683560833,Outram Park,1.0442931636283217
a few days or more,0.0,1.0,f,t,t,Outram,Central Region,1.28268,103.84463,1.0,1.0,1.0,Hotel,Hotel room,12,1.0,12.0,t,31.0,49,0.52,4.4,4.4,5,0,4.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,156,0.23756500734572042,Chinatown,0.6009355281091792
a few days or more,0.0,1.0,f,t,t,Outram,Central Region,1.283,103.84344,1.0,1.0,1.0,Hotel,Hotel room,12,1.0,12.0,t,31.0,21,0.22,4.35,4.4,5,0,4.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,164,0.17535484016832034,Chinatown,0.7300193744383049
within a day,1.0,0.0,f,t,t,Novena,Central Region,1.31546,103.84117,0.1,0.13333333333333333,0.7863013698630137,Apartment,Private room,2,1.0,1.0,f,89.0,14,0.14,4.79,4.54,1,1,1.0,baths,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,95,0.3941999897460963,Newton,3.7083090875969513
a few days or more,0.0,0.7301176800224078,f,t,t,Geylang,Central Region,1.3111,103.8812,1.0,1.0,1.0,Apartment,Private room,2,1.0,1.0,f,100.0,133,1.38,4.41,4.36,3,3,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,42,0.597135457015261,Mountbatten,4.646013477668016
unknown,0.8849536231883985,0.0,f,t,t,Kallang,Central Region,1.29997,103.88536,0.0,0.0,0.0,Apartment,Entire home/apt,3,1.0,1.0,t,110.0,5,0.05,5.0,5.0,1,0,2.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,62,0.7242398759235282,Mountbatten,4.345982834922722
unknown,0.8849536231883985,0.0,f,t,f,Serangoon,North-East Region,1.38763,103.86942,0.9333333333333333,0.9777777777777777,0.2410958904109589,Apartment,Entire home/apt,2,1.0,2.0,f,106.0,9,0.09,4.22,4.89,1,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,150,2.709345285777607,Buangkok,11.800140288551862
within an hour,0.99,0.83,t,t,t,Downtown Core,Central Region,1.29489,103.85401,0.3,0.7333333333333333,0.9287671232876712,Hotel,Entire home/apt,2,1.0,1.0,t,261.0,150,1.57,4.79,4.79,51,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,157,0.18342270292832902,Esplanade,1.3636709204569806
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Kallang,Central Region,1.30778,103.86171,1.0,1.0,1.0,Apartment,Private room,1,1.0,1.0,f,150.0,6,0.07,5.0,5.0,3,2,1.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7,79,0.16221325397224218,Lavender,3.017311646243036
within an hour,1.0,0.83,f,t,t,Toa Payoh,Central Region,1.34081,103.84165,0.26666666666666666,0.08888888888888889,0.673972602739726,Apartment,Private room,2,1.0,1.0,f,76.0,16,0.2,4.25,3.69,8,8,2.0,shared,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,72,0.4172737356700774,Caldecott,6.461846470240963
within an hour,0.99,0.83,t,t,t,Singapore River,Central Region,1.28816,103.84826,0.0,0.0,0.0,Hotel,Entire home/apt,2,1.0,1.0,t,224.0,265,2.78,4.8,4.83,51,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,156,0.12019184342782224,Clarke Quay,0.5739828828571348
within a few hours,0.9,1.0,f,t,t,Kallang,Central Region,1.31288,103.85792,0.0,0.5666666666666667,0.8931506849315068,Apartment,Private room,1,1.0,1.0,t,57.0,2,0.02,3.0,4.0,74,73,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,152,0.33956997997575583,Farrer Park,3.4049498817733332
unknown,0.8849536231883985,0.7301176800224078,f,t,f,River Valley,Central Region,1.29887,103.83603,0.0,0.0,0.0,Apartment,Private room,1,1.0,1.0,f,150.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,0.322858311334052,Somerset,2.3257766682078818
within a few hours,1.0,0.66,f,t,t,Outram,Central Region,1.28135,103.84868,0.0,0.0,0.3972602739726027,Apartment,Entire home/apt,2,1.0,1.0,f,115.0,103,1.1,4.58,4.52,11,2,2.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,153,0.10451369793150805,Telok Ayer,0.26181724923706384
within a few hours,1.0,0.7301176800224078,f,t,f,Ang Mo Kio,North-East Region,1.36747,103.83865,0.6333333333333333,0.8777777777777778,0.9698630136986301,Apartment,Private room,2,1.0,1.0,f,47.0,2,0.02,5.0,5.0,1,1,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8,156,1.2486549259777255,Ang Mo Kio,9.443953673433484
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Sembawang,North Region,1.45328,103.82199,0.0,0.0,0.0,Apartment,Private room,2,1.0,2.0,f,20.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,55,0.5085898130976693,Sembawang,19.155692548385264
within a few hours,0.9,1.0,f,t,t,Kallang,Central Region,1.30793,103.86276,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,57.0,1,0.01,5.0,5.0,74,73,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,153,0.05889695237919998,Lavender,3.084278250102959
a few days or more,0.0,0.0,f,t,t,Rochor,Central Region,1.3004,103.84994,0.0,0.14444444444444443,0.7890410958904109,Apartment,Private room,1,1.0,1.0,f,110.0,4,0.05,5.0,5.0,2,2,1.0,shared,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,149,0.21388407658154207,Bencoolen,1.9014475707533025
within a few hours,0.9,1.0,f,t,t,Outram,Central Region,1.28511,103.84249,0.7333333333333333,0.9111111111111111,0.9780821917808219,Apartment,Private room,1,1.0,1.0,t,69.0,1,0.01,5.0,5.0,74,73,2.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,148,0.1400256101717167,Chinatown,0.8587822237359838
within a few hours,0.9,1.0,f,t,t,Outram,Central Region,1.28563,103.84212,0.0,0.0,0.726027397260274,Apartment,Private room,1,1.0,1.0,t,79.0,2,0.03,5.0,4.0,74,73,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,156,0.2050031779426234,Chinatown,0.9135073322153183
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Toa Payoh,Central Region,1.33305,103.87235,0.0,0.0,0.0,Apartment,Shared room,6,1.0,3.0,f,46.0,0,0.0,0.0,0.0,1,0,2.0,shared,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,138,0.4413184721932786,Potong Pasir,6.064287117687532
within a few hours,1.0,0.29,f,t,t,Bishan,Central Region,1.35349,103.83274,0.7,0.9,0.9753424657534246,Apartment,Private room,3,1.0,1.0,f,47.0,4,0.08,3.67,3.67,8,7,2.0,shared,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,17,0.8613102920994727,Marymount,8.037170827219136
within a few hours,1.0,0.29,f,t,t,Kallang,Central Region,1.316,103.86134,0.0,0.0,0.0,Apartment,Private room,2,1.0,2.0,f,150.0,0,0.0,0.0,0.0,8,7,1.0,private,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,30,0.3241715684240761,Bendemeer,3.848409264740683
within an hour,0.99,0.83,t,t,t,Downtown Core,Central Region,1.28945,103.84879,0.0,0.0,0.0,Hotel,Entire home/apt,2,1.0,1.0,t,206.0,125,1.36,4.7,4.81,51,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,155,0.15167216153583474,Clarke Quay,0.6969533606501548
within an hour,0.97,0.41,t,t,t,Bukit Timah,Central Region,1.31262,103.79717,1.0,1.0,1.0,Apartment,Private room,2,1.0,1.0,f,74.0,5,0.06,4.4,4.6,19,17,1.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,156,0.197407535178371,Holland Village,6.717176135759232
within an hour,1.0,0.18,f,t,t,Ang Mo Kio,North-East Region,1.37165,103.82881,0.16666666666666666,0.7222222222222222,0.9315068493150684,House,Private room,1,1.0,1.0,f,52.0,3,0.05,4.67,5.0,8,3,1.0,shared,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,49,2.1150231621994706,Yio Chu Kang,10.102547320707925
within a day,0.93,0.57,t,t,t,Outram,Central Region,1.27428,103.84133,0.0,0.24444444444444444,0.8136986301369863,Apartment,Entire home/apt,2,1.0,1.0,f,169.0,11,0.12,4.64,4.82,9,3,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,159,0.6485718484624613,Tanjong Pagar,1.3910138382914568
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Bukit Merah,Central Region,1.28366,103.83188,0.7666666666666667,0.9222222222222223,0.7205479452054795,Apartment,Private room,2,1.0,1.0,f,165.0,2,0.02,5.0,5.0,1,1,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,143,0.635026191292379,Tiong Bahru,2.0147470570255215
within a day,0.93,0.57,t,t,t,Bukit Merah,Central Region,1.27619,103.84074,0.0,0.5555555555555556,0.8904109589041096,Apartment,Entire home/apt,2,1.0,1.0,f,169.0,16,0.18,4.87,4.87,9,3,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,149,0.4807022013550561,Outram Park,1.297970644247562
within an hour,1.0,0.18,f,t,t,Kallang,Central Region,1.3171,103.85742,0.5333333333333333,0.17777777777777778,0.7150684931506849,Apartment,Entire home/apt,2,1.0,1.0,f,85.0,12,0.13,4.7,5.0,8,3,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5,54,0.5673578609733477,Farrer Park,3.8478447412286534
unknown,0.8849536231883985,0.7301176800224078,f,t,f,Outram,Central Region,1.28185,103.84657,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,160.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,90,0.2290562084746407,Telok Ayer,0.4139908816531632
within an hour,1.0,0.0,f,t,t,Rochor,Central Region,1.30358,103.84575,0.0,0.18888888888888888,0.8,Apartment,Entire home/apt,3,2.0,2.0,f,232.0,3,0.03,5.0,5.0,2,0,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,80,0.49051174527729113,Dhoby Ghaut,2.3039977399669933
a few days or more,0.0,0.7301176800224078,f,t,f,Bedok,East Region,1.31279,103.93821,0.9333333333333333,0.9777777777777777,0.9945205479452055,Apartment,Private room,2,1.0,1.0,f,78.0,0,0.0,0.0,0.0,1,1,1.0,baths,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,81,1.5354430537419201,Bedok,10.33975007501848
within an hour,1.0,0.0,f,t,f,Yishun,North Region,1.41423,103.83382,0.26666666666666666,0.08888888888888889,0.7232876712328767,Apartment,Private room,2,1.0,1.0,f,66.0,0,0.0,0.0,0.0,1,1,1.0,shared,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,122,0.3666986911500755,Khatib,14.669455848878293
within a day,0.93,0.57,t,t,t,Bukit Merah,Central Region,1.27626,103.84073,0.7,0.9,0.9753424657534246,Apartment,Entire home/apt,2,1.0,1.0,f,228.0,5,0.09,4.2,4.8,9,3,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,141,0.4729402459974606,Outram Park,1.2941293792595487
within a day,0.93,0.57,t,t,t,Bukit Merah,Central Region,1.2744,103.84063,0.5,0.8333333333333334,0.958904109589041,Apartment,Entire home/apt,2,1.0,1.0,f,200.0,9,0.11,4.78,4.89,9,3,1.0,baths,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,138,0.6709139304356386,Outram Park,1.4367986470353706
within a few hours,1.0,0.57,t,t,t,Geylang,Central Region,1.32812,103.88436,0.0,0.0,0.0,Apartment,Private room,2,1.0,1.0,f,116.0,11,0.13,4.91,5.0,2,2,1.0,private,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,168,0.18125485316831874,Mattar,6.279154688016198
within a few hours,1.0,0.7301176800224078,f,t,t,Novena,Central Region,1.3174,103.84796,0.0,0.0,0.4767123287671233,Apartment,Private room,7,1.0,3.0,f,200.0,266,2.9,4.77,4.75,3,3,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,160,0.588050180714874,Novena,3.798527870111489
within a few hours,1.0,0.7301176800224078,f,t,t,Novena,Central Region,1.31778,103.84769,0.0,0.0,0.5616438356164384,Apartment,Private room,6,1.0,3.0,f,99.0,208,2.28,4.8,4.84,3,3,1.0,private,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,153,0.5411326366399536,Novena,3.8425965458552107
unknown,0.8849536231883985,0.0,f,t,t,Kallang,Central Region,1.30933,103.85843,1.0,1.0,1.0,Apartment,Entire home/apt,6,1.0,2.0,f,240.0,9,0.1,4.43,4.71,16,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,152,0.5355675562846332,Jalan Besar,3.042337686151202
unknown,0.8849536231883985,0.7301176800224078,f,t,t,Bukit Merah,Central Region,1.27513,103.83581,1.0,1.0,1.0,Apartment,Entire home/apt,2,1.0,1.0,f,500.0,0,0.0,0.0,0.0,1,0,1.0,baths,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,78,0.7053161112115874,Outram Park,1.8203576939324548
within an hour,0.97,0.41,t,t,t,Bukit Timah,Central Region,1.31269,103.79714,0.9666666666666667,0.9888888888888889,0.9972602739726028,Apartment,Private room,1,1.0,1.0,f,64.0,18,0.2,4.67,4.5,19,17,1.0,shared,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,159,0.20183960974475781,Holland Village,6.723871767569088
